nct_id,ticker,phase,outcome_category,phase_clean,category_clean,car,car_long_window,short_raw,short_benchmark,estimation_window_return,unstable_estimation,needs_reverification,sign_disagreement,sign_disagreement_old,trustworthy,audit_status
NCT04627532,PFE,PHASE1,success,Phase 1,Success,0.0326554068715087,0.1183437688637439,0.0364139858049277,-0.0245039143376214,0.0822861928759361,False,True,False,False,False,
NCT04598269,ACRS,PHASE2,success,Phase 2,Success,-0.29335630428782,-1.2354520077156783,-0.1027397278169907,0.073603455981835,5.955729083720748,True,False,False,False,False,
NCT04017832,NVO,PHASE3,success,Phase 3,Success,0.0064739676934555,-0.0189119145825671,0.0298737573534797,0.0521593208196273,0.5123354285030324,True,True,False,False,False,
NCT03486457,PFE,PHASE3,success,Phase 3,Success,0.0326554068715087,0.1183437688637439,0.0364139858049277,-0.0245039143376214,0.0822861928759361,False,True,False,False,False,
NCT05047601,PFE,PHASE2/PHASE3,failure_efficacy_safety,Phase 3,Failure,-0.0527992174962407,-0.1850018026356561,-0.0407839760620901,-0.0307129516297842,0.2873272521975767,False,True,False,False,False,
NCT04772885,KYMR,PHASE1,success,Phase 1,Success,0.0200279327352591,0.3146735232799493,-0.0428477004127392,-0.0368836425008274,-0.4449432906307177,False,False,True,False,False,
NCT04958226,AZN,PHASE1,success,Phase 1,Success,0.0285805916418491,-0.0857260641895626,0.0325143458719945,0.0016836059745302,0.1105422672240821,False,True,False,False,False,
NCT05266586,NAMS,PHASE2,success,Phase 2,Success,-0.1084508924021358,-0.0999236616167707,-0.1091445081956915,-0.0167880819431801,0.0111562489028149,False,False,False,False,True,
NCT03382639,NBIX,PHASE2,success,Phase 2,Success,0.0204893047199147,0.1939365954812072,-0.0365117687188034,-0.06499795268321,-0.0572159315506631,False,True,True,False,False,
NCT03287960,RYTM,PHASE3,success,Phase 3,Success,0.1128637895449176,0.2668349315683025,0.1551034555330095,0.0356052951344283,0.0651529950598164,False,True,False,False,False,
NCT03624127,BMY,PHASE3,success,Phase 3,Success,0.05792344347528,0.0455737043008692,0.0771557572547942,0.0674884519550869,,False,True,False,False,False,
NCT04513704,NVO,PHASE1,success,Phase 1,Success,0.0618956066561288,0.1540199993706506,0.0742982413417454,0.0314398487397289,0.1877225054973381,False,True,False,False,False,
NCT05237284,SNY,PHASE2,failure_efficacy_safety,Phase 2,Failure,0.0442428339000117,0.084319790006114,0.0411452177320137,0.0211340970630813,-0.1221014891773393,False,True,False,False,False,
NCT03237325,SNGX,PHASE3,success,Phase 3,Success,-0.0459132765372324,0.1811433420088144,-0.0636363751960521,0.0014565743753578,-0.574468085106383,True,False,False,False,False,
NCT02606461,KPTI,PHASE2/PHASE3,success,Phase 3,Success,-0.0466615992322936,0.842075839962037,0.0077432724609702,0.055008812284645,-0.2701092500989724,False,False,True,False,False,
NCT02464228,KURA,PHASE2,success,Phase 2,Success,0.1366352096315179,-0.0101464826647422,0.1339964299433864,0.0070992519550727,-0.3239624722124256,False,True,False,False,False,
NCT03548987,NVO,PHASE3,success,Phase 3,Success,-0.0438439443602371,-0.0452336310044402,-0.0018408482170588,0.1177997020463121,0.2252927531829409,False,False,False,False,True,
NCT03427125,ARDX,PHASE3,success,Phase 3,Success,0.0001721613291257,-0.0203336151045351,-0.0120898397448304,0.0030770670963298,0.0975142925783441,False,False,False,False,True,
NCT04186871,BMY,PHASE2,success,Phase 2,Success,-0.0049572256048482,-0.1018052936442813,-0.0015268228502206,0.0136953525419447,0.0644206497896646,False,True,False,False,False,
NCT03611582,NVO,PHASE3,success,Phase 3,Success,-0.0701835617374468,-0.0102707403651304,-0.0105628559219471,0.096223637949981,-0.0027695417977534,False,True,False,True,False,confirmed_wrong_match
NCT03796676,PFE,PHASE3,success,Phase 3,Success,0.048167434338861,0.0184934436689347,0.0455166317987345,-0.0041587454909309,-0.0793740614470415,False,False,False,False,True,
NCT03877224,AZN,PHASE3,success,Phase 3,Success,0.0619118664959044,0.0081250805485981,0.0493019683106865,-0.0257570278017177,0.0408014489508377,False,False,False,False,True,
NCT02819635,ABBV,PHASE2/PHASE3,success,Phase 3,Success,-0.0758165793212448,-0.0490782969176491,-0.069463642734168,-0.0039361073608481,0.0619451170298628,False,True,False,False,False,
NCT03373461,NVS,PHASE2,success,Phase 2,Success,-0.0021000376180642,0.0227062053122874,-0.0014177089718675,0.0045258774808789,0.0300187873027506,False,False,False,False,True,
NCT03523728,SNY,PHASE2/PHASE3,failure_efficacy_safety,Phase 3,Failure,-0.0318883865523795,-0.1284577875234706,-0.0280261700041465,-0.0181617340163154,0.0468852897728795,False,False,False,False,True,
NCT02307513,AMGN,PHASE3,success,Phase 3,Success,-0.083035732337397,0.1451402629566239,-0.0797489850808095,0.0261632810800456,-0.0392315043891958,False,True,False,False,False,confirmed_wrong_match
NCT03990363,AZN,PHASE2,failure_efficacy_safety,Phase 2,Failure,0.0151528972917767,0.0466196473896537,0.0151728061632083,-0.015442339470956,-0.0141320643442076,False,True,False,False,False,unconfirmed_recovery_candidate
NCT04399538,PFE,PHASE2,success,Phase 2,Success,-0.0066252503975872,0.0634685644978465,-0.0148211414744734,-0.0181617340163154,-0.1744201232998303,False,True,False,False,False,
NCT02184195,AZN,PHASE3,success,Phase 3,Success,-0.0033356427924642,-0.0902844601949649,-0.0174057198116417,-0.0538017312516657,0.0852832993679912,False,True,False,False,False,
NCT05134727,AZN,PHASE1,success,Phase 1,Success,-0.0029052895357654,-0.0613394223563654,0.009945388222343,0.0239446970961005,0.2515738768297346,False,True,True,True,False,
NCT03341962,IMUX,PHASE2,failure_efficacy_safety,Phase 2,Failure,-0.1076200334098256,-0.2155656295391353,-0.1073825146817846,-0.0007872300684409,-0.5826086790665337,True,False,False,False,False,
NCT02228369,AZN,PHASE1,success,Phase 1,Success,-0.0625224912917364,-0.1536842152221683,-0.0424113305655011,0.0470557714545232,0.0379123022924243,False,True,False,False,False,
NCT03374488,INCY,PHASE3,failure_efficacy_safety,Phase 3,Failure,-0.0477867967343555,-0.1556300960961405,-0.0324346041880674,0.0165237202955483,0.1970471081519709,False,True,False,False,False,
NCT04467840,RDHL,PHASE2/PHASE3,success,Phase 3,Success,0.1339477227924047,-0.003452699566394,0.1559485530546625,0.0341404221378922,-0.1666666666666666,False,False,False,False,True,
NCT03625505,ABBV,PHASE1,success,Phase 1,Success,0.012397311556485,0.0599664133246849,0.019794269126637,0.0249494087188713,0.1768634868532586,False,True,False,False,False,
NCT01940471,GILD,PHASE3,success,Phase 3,Success,0.1191950748038028,0.1790620892011354,0.1371012275574781,0.0467634271311172,0.1285574530436501,False,True,False,False,False,
NCT04214860,APRE,PHASE1,success,Phase 1,Success,-0.4641865788538539,-0.3828714530088369,-0.4009259559326532,0.0691726541394499,-0.6642468146584628,True,False,False,False,False,
NCT03286842,AZN,PHASE3,success,Phase 3,Success,-0.009406144928109,0.0015018848885137,-0.0016592063419981,-0.0074633174325221,0.2136665260650829,False,False,False,False,True,
NCT04508621,TNXP,PHASE3,success,Phase 3,Success,0.0490546217818984,0.180154358562554,-0.0350877192982457,-0.0593363946339784,-0.4741379310344827,False,False,True,True,False,
NCT04529499,RDY,PHASE3,failure_efficacy_safety,Phase 3,Failure,-0.1220215893038955,-0.1758805716037818,-0.1096906922687726,0.0020974958519257,0.2655010517790628,False,True,False,False,False,
NCT03178487,ABBV,PHASE2,success,Phase 2,Success,-0.0758165793212448,-0.0490782969176491,-0.069463642734168,-0.0039361073608481,0.0619451170298628,False,True,False,False,False,
NCT04530344,INCY,PHASE3,success,Phase 3,Success,-0.0204528801674882,-0.0289796115747926,-0.0384660916341865,-0.0639339481910945,0.0160251942342763,False,True,False,False,False,
NCT01924533,AZN,PHASE3,success,Phase 3,Success,0.0060571135223365,0.053203986461612,0.0171685549124231,0.0281519874392441,0.0399170258815666,False,False,False,False,True,
NCT03852719,GILD,PHASE3,success,Phase 3,Success,-0.0218497284848703,0.1063131014559299,-0.0245892230379144,0.0254737953445693,-0.147275938432835,False,True,False,False,False,
NCT03548935,NVO,PHASE3,success,Phase 3,Success,-0.0409373616873537,0.0238042101013145,-0.0487943372696992,-0.0373172937000014,0.067903003807707,False,True,False,False,False,
NCT03573297,ABBV,PHASE3,success,Phase 3,Success,0.0637929536914212,-0.1122961923920806,0.0600603409276601,-0.0461539567687661,0.0940840777620539,False,True,False,False,False,
NCT02264990,ABBV,PHASE3,success,Phase 3,Success,0.0430192869161816,-0.008645520671598,0.0583414785955931,0.0282821472027605,0.1116572721648145,False,True,False,False,False,
NCT03611751,BMY,PHASE3,success,Phase 3,Success,-0.0586741251737193,-0.0799930614034953,-0.0318277599843525,0.0900261615786131,0.0782412128036165,False,False,False,False,True,
NCT02706873,ABBV,PHASE3,success,Phase 3,Success,0.0637929356533618,-0.1122961639932108,0.0600603409276601,-0.0461539567687658,0.0940840777620539,False,True,False,False,False,
NCT05107115,SNY,PHASE2,success,Phase 2,Success,0.0442427655337916,0.0843196825025373,0.0411451209497726,0.0211340034681488,-0.1221014891773393,False,True,False,False,False,
NCT02369653,BMY,PHASE3,success,Phase 3,Success,0.013604498723396,-0.0419571129189931,0.0138890523721293,0.005073212340767,0.0042502535481987,False,True,False,False,False,unconfirmed_recovery_candidate
NCT03877237,AZN,PHASE3,success,Phase 3,Success,0.0849250962490652,-0.0503653882931936,0.0842000785489538,-0.0263157544799885,0.1065501184110582,False,True,False,False,False,confirmed_wrong_match
NCT03619213,AZN,PHASE3,success,Phase 3,Success,-0.0537396032598088,-0.0457600421191735,-0.0579557111339289,-0.1616305406502683,0.0774707813349435,False,False,False,False,True,
NCT05099640,PTCT,PHASE3,success,Phase 3,Success,0.0678090071436444,-0.061800093185911,0.0674835151081685,-0.0007024483326156,-0.0620921378010175,False,True,False,True,False,
NCT02675426,ABBV,PHASE3,success,Phase 3,Success,-0.0579861101257224,-0.1269672803919343,-0.0421307656005045,0.0020861073679028,0.4904341639249225,False,True,False,False,False,
NCT03335371,VTVT,PHASE1/PHASE2,success,Phase 2,Success,-0.0908677590835882,-0.029612280440049,-0.0914634167616174,0.0021937864243548,0.0658681690938722,False,False,False,True,True,
NCT04349072,BMY,PHASE3,success,Phase 3,Success,0.0535529153763404,0.1162539221189424,0.053381450660342,0.0074118467039974,-0.0580176415296788,False,True,False,False,False,
NCT04308681,BMY,PHASE2,failure_efficacy_safety,Phase 2,Failure,-0.0805697642093928,-0.0824495134333416,-0.0848213807276045,-0.0041247439481452,-0.0941283960533961,False,True,False,False,False,
NCT04799158,PHAT,PHASE2,success,Phase 2,Success,0.0810019258759668,0.2550784283587894,0.0876979614717898,0.0281969212783728,-0.4143484888325999,False,False,False,True,True,
NCT03601637,VRTX,PHASE3,success,Phase 3,Success,0.0602799142920733,0.0685057268832245,0.0670879489772919,0.0557979748264492,-0.1359765522066947,False,False,False,False,True,
NCT02648347,AKBA,PHASE3,success,Phase 3,Success,-0.7073309230664993,-0.9189194928809024,-0.750240159198569,-0.0710133161882745,0.6966759495812715,True,True,False,False,False,
NCT03693430,NVO,PHASE3,success,Phase 3,Success,-0.0409373616873537,0.0238042101013145,-0.0487943372696992,-0.0373172937000014,0.067903003807707,False,True,False,False,False,
NCT03818256,CORT,PHASE2,success,Phase 2,Success,-0.0846639086884402,0.0139923758121055,0.0013957053642814,0.1376805381108883,0.0792492405411222,False,False,False,False,True,
NCT04109547,NVO,PHASE3,success,Phase 3,Success,0.0064741841909213,-0.018911667769134,0.029873834057096,0.0521594438524173,0.5123357132698123,True,True,False,False,False,
NCT04410991,SNY,PHASE3,failure_efficacy_safety,Phase 3,Failure,0.0377051520788073,0.1251120898541413,0.0379612213607742,-0.0244679135301579,0.0494306179988799,False,True,False,False,False,
NCT04411641,SNY,PHASE3,success,Phase 3,Success,0.0377051432148763,0.1251121019512807,0.0379612213607742,-0.0244679897862579,0.0494306179988799,False,True,False,False,False,
NCT04410978,SNY,PHASE3,failure_efficacy_safety,Phase 3,Failure,0.0377051308839367,0.1251120666143609,0.0379612213607742,-0.0244679153959855,0.0494306179988799,False,True,False,False,False,
NCT04106557,OVID,PHASE3,failure_efficacy_safety,Phase 3,Failure,-0.6107994220996597,-0.7576364657471407,-0.5509181702826157,0.0544077375086025,0.445026198270267,False,False,False,False,True,
NCT04396756,PLRX,PHASE2,success,Phase 2,Success,-0.205678972178361,-0.3782457833398734,-0.1660851449485143,0.0486453243081288,0.4130106185359468,False,False,False,False,True,
NCT01972217,AZN,PHASE2,success,Phase 2,Success,0.0037345681624645,-0.0419960125199231,0.0058980396993935,-0.0069444457908245,0.0696085798639427,False,True,False,False,False,
NCT03112603,INCY,PHASE3,success,Phase 3,Success,-0.0204528801674882,-0.0289796115747926,-0.0384660916341865,-0.0639339481910945,0.0160251942342763,False,True,False,False,False,
NCT03738215,ABBV,PHASE3,success,Phase 3,Success,-0.0579861101257224,-0.1269672803919343,-0.0421307656005045,0.0020861073679028,0.4904341639249225,False,True,False,False,False,
NCT04292899,GILD,PHASE3,success,Phase 3,Success,-0.0387948418696156,-0.1538434375848283,-0.0376979647006784,-0.0105958872492536,0.1388693114308403,False,True,False,False,False,
NCT04960202,PFE,PHASE2/PHASE3,success,Phase 3,Success,-0.0527995221522487,-0.1850021957056004,-0.0407842576099425,-0.030712954724807,0.2873271060960707,False,True,False,False,False,
NCT03739203,ABBV,PHASE3,success,Phase 3,Success,-0.0579861101257224,-0.1269672803919343,-0.0421307656005045,0.0020861073679028,0.4904341639249225,False,True,False,False,False,
NCT04413617,PFE,PHASE2,success,Phase 2,Success,-0.0680726429512283,-0.2952154347761734,-0.0520795503098828,0.0550089075726774,0.5187232497603012,True,True,False,False,False,
NCT02865850,AKBA,PHASE3,failure_efficacy_safety,Phase 3,Failure,-0.7073309230664993,-0.9189194928809024,-0.750240159198569,-0.0710133161882745,0.6966759495812715,True,True,False,False,False,
NCT01940341,GILD,PHASE3,success,Phase 3,Success,0.1191950748038028,0.1790620892011354,0.1371012275574781,0.0467634271311172,0.1285574530436501,False,True,False,False,False,
NCT03714152,ASMB,PHASE1,success,Phase 1,Success,-0.0484080184381262,0.2232799309739236,-0.1186736970418121,-0.0174347291490026,-0.7569416485918421,True,False,False,False,False,
NCT04239014,AZN,PHASE2,failure_efficacy_safety,Phase 2,Failure,0.02892837778672,0.0104805078374686,0.0099819371103724,-0.0407645984649305,-0.0665129340609415,False,False,False,False,True,
NCT03499353,PFE,PHASE2,business_termination,Phase 2,Business Termination,0.0326556415421566,0.1183439631903355,0.0364142223185095,-0.0245039128504849,0.0822861200335847,False,True,False,False,False,
NCT02718300,INCY,PHASE2,business_termination,Phase 2,Business Termination,0.0268307769042917,0.0458968053695745,0.0249336500712498,-0.0307126555021415,0.0949329734143151,False,True,False,False,False,
NCT04084678,UTHR,PHASE3,business_termination,Phase 3,Business Termination,-0.0226558374624971,0.0976867737201953,-0.0358934743952389,-0.0309031379403752,-0.1741625835369699,False,True,False,False,False,unconfirmed_recovery_candidate
NCT05086744,NVS,PHASE2,business_termination,Phase 2,Business Termination,-0.0162463844813928,0.0317172030751968,-0.0145019758490343,-0.0101101070526165,0.096278543778,False,True,False,False,False,
NCT05128773,SNY,PHASE3,business_termination,Phase 3,Business Termination,0.0429959683535553,0.138354018068246,0.0414244977082727,0.0277982767404745,-0.1797053278412594,False,False,False,False,True,
NCT03802227,NKTR,PHASE1,business_termination,Phase 1,Business Termination,-0.083121087531202,-0.2416411855655503,-0.1010733289009748,-0.0129897065192317,-0.1469489198563279,False,False,False,False,True,
NCT04203498,JAZZ,PHASE3,business_termination,Phase 3,Business Termination,-0.0693016556269423,-0.0241933921416133,-0.0898076694654594,-0.0631123156707366,-0.0871861130573912,False,True,False,False,False,unconfirmed_recovery_candidate
NCT03882918,OVID,PHASE3,business_termination,Phase 3,Business Termination,0.023384712795642,0.0786625999828143,-0.0083565381913698,-0.0363996210883221,-0.0758807498774631,False,False,False,False,True,
NCT04035668,NVS,PHASE2,business_termination,Phase 2,Business Termination,0.0277981973218422,-0.1141060332531697,0.0398306950118785,0.0354155014232175,0.1596531655582374,False,True,False,False,False,
NCT05996744,GILD,PHASE2/PHASE3,business_termination,Phase 3,Business Termination,0.0588412262074721,0.0470916984061084,0.0788737944695388,0.0494612109406311,0.2309160339010201,False,False,False,False,True,
NCT05344365,VNDA,PHASE2,business_termination,Phase 2,Business Termination,0.2717191162688028,0.1746765575708542,0.1727493953971872,-0.049636475877681,-0.2108108173126077,False,False,False,False,True,
NCT04377620,INCY,PHASE3,business_termination,Phase 3,Business Termination,0.0162424212628911,-0.1069003115385413,0.026620019118748,0.0557980390752461,-0.0659529125428396,False,True,False,False,False,confirmed_wrong_match
NCT04329949,CORT,PHASE3,Failure,Phase 3,Failure,-0.102478640719752,-0.2059771408304942,-0.1600906531263652,-0.1616307583201984,0.2311991446394394,False,True,False,False,False,confirmed_wrong_match
NCT04553406,SPRO,PHASE2,business_termination,Phase 2,Business Termination,0.0716000445922528,-0.0612419598188598,0.1226315749318975,0.0528059208662998,0.4210920091721073,False,False,False,True,True,
NCT04820686,ASMB,PHASE2,business_termination,Phase 2,Business Termination,0.0870185021905741,0.2224635900570188,0.0617283344971366,-0.0378026224978061,-0.3396226853623816,False,False,False,False,True,
NCT03521934,LXRX,PHASE3,business_termination,Phase 3,Business Termination,0.1372070331992171,0.2104356889500308,0.0919540033014121,-0.0105959540813029,-0.5623529378105612,True,True,False,False,False,unconfirmed_recovery_candidate
NCT01986348,KPTI,PHASE2,business_termination,Phase 2,Business Termination,-0.1214751332197307,-0.4285690746314179,-0.0773573810093005,0.0075351391441156,1.4888305064026426,True,False,False,False,False,
NCT03891420,BCRX,PHASE1,business_termination,Phase 1,Business Termination,-0.0511456522159963,-0.0851798391932843,-0.1048780440527746,-0.06846083024465,2.8600581671811898,True,True,False,False,False,
NCT03320642,INCY,PHASE1,business_termination,Phase 1,Business Termination,-0.1211954560010215,-0.0789725077846769,-0.0876680545479449,0.0752730131345411,-0.0802920001604668,False,True,False,True,False,
NCT04984278,JAZZ,PHASE3,business_termination,Phase 3,Business Termination,0.0064370141011636,-0.0651215670305746,0.0157802496861791,0.0260217954377277,-0.0130565923621163,False,False,False,False,True,
NCT05368558,ABBV,PHASE3,business_termination,Phase 3,Business Termination,-0.0124716088296182,-0.0264626046252538,-0.0252637928416044,-0.0601885219259196,0.0880169843953746,False,True,False,False,False,
NCT04378075,PTCT,PHASE2/PHASE3,business_termination,Phase 3,Business Termination,-0.0319989314456563,-0.1885816304341836,0.0099999827723349,0.0254737111950376,0.2908557516263597,False,False,True,False,False,
NCT04965753,FHTX,PHASE1,business_termination,Phase 1,Business Termination,-0.0988820538315653,0.0813258675982759,-0.0565724026022453,0.0490928336363836,-0.42112673398309,False,True,False,False,False,
NCT04147195,NVS,PHASE2,business_termination,Phase 2,Business Termination,0.0277981973218422,-0.1141060332531697,0.0398306950118785,0.0354155014232175,0.1596531655582374,False,True,False,False,False,
NCT03597503,SUPN,PHASE3,business_termination,Phase 3,Business Termination,0.0484870981373189,0.1759509116845728,-0.0405073547252414,-0.0639868251696818,-0.2743165738051788,False,False,True,False,False,
NCT03315143,LXRX,PHASE3,business_termination,Phase 3,Business Termination,0.0243117384326924,-0.1897150928712062,0.0,-0.0097295235287095,-0.2936803212854253,False,False,False,False,True,
NCT03400176,NVS,PHASE1,business_termination,Phase 1,Business Termination,-0.0162463844813928,0.0317172030751968,-0.0145019758490343,-0.0101101070526165,0.096278543778,False,True,False,False,False,
NCT03360006,ABBV,PHASE1,business_termination,Phase 1,Business Termination,0.0430192826345657,-0.0086456103633993,0.0583414837478157,0.0282821442913436,0.1116575181413859,False,True,False,True,False,
NCT04683939,BNTX,PHASE1/PHASE2,business_termination,Phase 2,Business Termination,0.0436732999070569,0.1366841207219594,0.0143836393460754,-0.0341212461773401,-0.299131362217899,False,False,False,False,True,
NCT03434353,GILD,PHASE2,business_termination,Phase 2,Business Termination,-0.0380573247477872,-0.1182596169349961,-0.0299986737364994,0.0418040027830159,0.1226155783314786,False,False,False,False,True,
NCT05556265,BMY,PHASE2,business_termination,Phase 2,Business Termination,-0.0880544479162216,-0.1047526251004137,-0.0737280365899065,-0.0118135440204435,0.4288224579404238,False,True,False,True,False,confirmed_wrong_match
NCT03829657,TBPH,PHASE3,business_termination,Phase 3,Business Termination,-0.018329940980557,-0.1504218839115972,0.0263991544826467,0.0292236233574263,0.1666667423551078,False,False,True,False,False,
NCT04633187,ENTA,PHASE2,business_termination,Phase 2,Business Termination,-0.001567416986732,-0.3868265770824417,0.0023139014745945,0.014231182066406,-0.1937486490847263,False,False,False,False,True,
NCT04727528,AZN,PHASE3,business_termination,Phase 3,Business Termination,-0.0278684004911022,-0.202575246703276,-0.026953838613376,-0.0255528397225165,0.1331117418267624,False,True,False,False,False,
NCT05372887,TNXP,PHASE2,business_termination,Phase 2,Business Termination,-0.4573587113058794,-0.811966813346129,-0.3730612244897959,0.0489124306791857,0.0754716981132075,False,False,False,False,True,
NCT04000009,ACAD,PHASE3,business_termination,Phase 3,Business Termination,-0.0521969111800523,0.3945376950381331,-0.0197661016688336,0.0714158028260572,-0.0337837296712484,False,False,False,False,True,
NCT03878719,PFE,PHASE1,business_termination,Phase 1,Business Termination,0.0206275783686052,-0.0056621154239631,0.0039880172989761,-0.0391479246853121,-0.0858742765791605,False,True,False,False,False,unconfirmed_recovery_candidate
NCT03822117,INCY,PHASE2,business_termination,Phase 2,Business Termination,0.0268308056949766,0.0458967125395068,0.0249336500712498,-0.0307127531797019,0.0949329734143151,False,True,False,False,False,
NCT05630547,SNY,,,Phase 2,Failure,-0.0153049612966005,-0.0652025635999899,-0.0110679397152808,0.0158751273927746,,False,True,False,False,False,
NCT05182476,NBIX,,,Phase 2,Failure,0.0499738138978462,0.0674217902348601,0.0528083835003698,0.0218219090205395,,False,False,False,False,True,
NCT05731947,SNDX,,,Phase 2,Failure,0.2803005790424244,0.269728051329133,0.2902903542188968,-0.001275489686459,,False,False,False,False,True,
NCT04173273,PFE,,,Phase 3,Failure,0.042207938959163,0.0232730639332575,0.0230546355667458,-0.0234116274737234,,False,True,False,False,False,
NCT04551053,INCY,,,Phase 3,Failure,0.131125605866807,0.1324584842270962,0.1361128935251534,-0.002262334119342,,False,True,False,False,False,unconfirmed_recovery_candidate
NCT05327803,ANTX,,,Phase 3,Failure,-0.064206035874805,-0.20883234988665,-0.0322580335043475,0.0157306529096064,,False,False,False,False,True,
NCT04551066,INCY,,,Phase 3,Failure,-0.0561929261658114,-0.032166420147789,-0.0825139371273434,-0.0499471961251741,,False,False,False,True,True,
NCT04933695,AMGN,,,Phase 2,Failure,-0.0393978977004022,-0.0829756295881688,-0.0352421044513422,-0.0039691408936307,,False,True,False,False,False,
NCT05180240,CRDL,,,Phase 2,Failure,0.0394996033830463,0.1527470499090807,0.0211268250040317,-0.0018174399664211,,False,False,False,True,True,
NCT05510245,PFE,,,Phase 1,Failure,-0.0214004192735535,0.01093548552279,-0.0331491913949083,-0.0061145687066247,,False,True,False,True,False,
NCT06065059,TNGX,,,Phase 2,Failure,-0.091033267842673,-0.0462525936937275,-0.1069100604308718,-0.0340307378216968,,False,False,False,False,True,
